"","taxon","parent_taxon"
"33372","Psydrinae","Carabidae"
"33373","Moriomorphinae","Carabidae"
"33374","Nototylinae","Carabidae"
"33375","Ctenodactylinae",NA
"33376","Dryptinae",NA
"33377","Phyllodurus","Bopyridae"
"33378","Lebiinae",NA
"33379","Licininae",NA
"33380","Panagaeinae",NA
"33381","Platyninae",NA
"33382","Promecognathinae",NA
"33383","Pterostichinae",NA
"33384","Pelophilini","Nebriinae"
"33385","Opisthiini","Nebriinae"
"33386","Nebriini","Nebriinae"
"33387","Notiophilini","Nebriinae"
"33388","Cychrini","Carabinae"
"33389","Carabini","Carabinae"
"33390","Amblycheilini","Cicindelinae"
"33391","Megacephalini","Cicindelinae"
"33392","Cicindelini","Cicindelinae"
"33393","Loricerini","Loricerinae"
"33394","Elaphrini","Elaphrinae"
"33395","Omophronini","Omophroninae"
"33396","Pasimachini","Scaritinae"
"33397","Scaritini","Scaritinae"
"33398","Aporobopyrus","Bopyridae"
"33399","Clivinini","Scaritinae"
"33400","Dyschiriini","Scaritinae"
"33401","Promecognathini","Scaritinae"
"33402","Broscini","Broscinae"
"33403","Gehringiini","Gehringiinae"
"33404","Trechini","Trechinae"
"33405","Bembidiini","Trechinae"
"33406","Pogonini","Trechinae"
"33407","Patrobini","Patrobinae"
"33408","Psydrini","Psydrinae"
"33409","Metriini","Paussinae"
"33410","Paussini","Paussinae"
"33411","Brachinini","Brachininae"
"33412","Morionini","Harpalinae"
"33413","Abacetini","Harpalinae"
"33414","Pterostichini","Harpalinae"
"33415","Zabrini","Harpalinae"
"33416","Oodini","Harpalinae"
"33417","Panagaeini","Harpalinae"
"33418","Chlaeniini","Harpalinae"
"33419","Licinini","Harpalinae"
"33420","Harpalini","Harpalinae"
"33421","Sphodrini","Harpalinae"
"33422","Platynini","Harpalinae"
"33423","Perigonini","Harpalinae"
"33424","Atranini","Harpalinae"
"33425","Lachnophorini","Harpalinae"
"33426","Pentagonicini","Harpalinae"
"33427","Odacanthini","Harpalinae"
"33428","Ctenodactylini","Harpalinae"
"33429","Cyclosomini","Harpalinae"
"33430","Lebiini","Harpalinae"
"33431","Zuphiini","Harpalinae"
"33432","Galeritini","Harpalinae"
"33433","Helluonini","Harpalinae"
"33434","Pseudomorphini","Harpalinae"
"33435","Ozaenini","Paussinae"
"33436","Drimostomatini","Harpalinae"
"33437","Dryptini","Harpalinae"
"33438","Hiletini","Hiletinae"
"33439","Migadopini","Migadopinae"
"33440","Moriomorphini","Moriomorphinae"
"33441","Siagonini","Siagoninae"
"33442","Zolini","Trechinae"
"33443","Nippononebria","Nebriini"
"33444","Tetracha","Megacephalini"
"33445","Cylindera","Cicindelini"
"33446","Ellipsoptera","Cicindelini"
"33447","Microthylax","Cicindelini"
"33448","Opilidia","Cicindelini"
"33449","Bopyrella","Bopyridae"
"33450","Brasiella","Cicindelini"
"33451","Dromochorus","Cicindelini"
"33452","Habroscelimorpha","Cicindelini"
"33453","Eunota","Cicindelini"
"33454","Paraclivina","Clivinini"
"33455","Oxydrepanus","Clivinini"
"33456","Semiardistomis","Clivinini"
"33457","Akephorus","Dyschiriini"
"33458","Dyschirius","Dyschiriini"
"33459","Broscus","Broscini"
"33460","Blemus","Trechini"
"33461","Amerizus","Bembidiini"
"33462","Lionepha","Bembidiini"
"33463","Serranillus","Bembidiini"
"33464","Pogonus","Pogonini"
"33465","Goniotropis","Ozaenini"
"33466","Physea","Ozaenini"
"33467","Ozaena","Ozaenini"
"33468","Stolonis","Abacetini"
"33469","Abaris","Pterostichini"
"33470","Hybothecus","Pterostichini"
"33471","Poecilus","Pterostichini"
"33472","Lophoglossus","Pterostichini"
"33473","Piesmus","Pterostichini"
"33474","Gastrellarius","Pterostichini"
"33475","Stomis","Pterostichini"
"33476","Stereocerus","Pterostichini"
"33477","Cyclotrachelus","Pterostichini"
"33478","Anatrichis","Oodini"
"33479","Oodinus","Oodini"
"33480","Bopyriscus","Bopyridae"
"33481","Lachnocrepis","Oodini"
"33482","Agonoleptus","Harpalini"
"33483","Dicheirotrichus","Harpalini"
"33484","Philodes","Harpalini"
"33485","Piosoma","Harpalini"
"33486","Ophonus","Harpalini"
"33487","Amblygnathus","Harpalini"
"33488","Athrostictus","Harpalini"
"33489","Aztecarpalus","Harpalini"
"33490","Pseudamara","Sphodrini"
"33491","Laemostenus","Sphodrini"
"33492","Elliptoleus","Platynini"
"33493","Tetraleucus","Platynini"
"33494","Anchomenus","Platynini"
"33495","Mexisphodrus","Platynini"
"33496","Tanystoma","Platynini"
"33497","Paranchus","Platynini"
"33498","Oxypselaphus","Platynini"
"33499","Metacolpodes","Platynini"
"33500","Calybe","Lachnophorini"
"33501","Munidion","Bopyridae"
"33502","Mochtherus","Lebiini"
"33503","Eucheila","Lebiini"
"33504","Philorhizus","Lebiini"
"33505","Syntomus","Lebiini"
"33506","Hyboptera","Lebiini"
"33507","Calleida","Lebiini"
"33508","Philophuga","Lebiini"
"33509","Onota","Lebiini"
"33510","Anaulacus","Cyclosomini"
"33511","Antarctonomus","Migadopini"
"33512","Craspedonotus","Broscini"
"33513","Eucamaragnathus","Hiletini"
"33514","Lymnastis","Bembidiini"
"33515","Oopterus","Zolini"
"33516","Ophryogaster",NA
"33517","Siagona","Siagonini"
"33518","Antilliscaris","Scaritini"
"33519","Pericompsus","Bembidiini"
"33520","Coptocarpus","Oodini"
"33521","Stegophryxus","Bopyridae"
"33522","Ione","Bopyridae"
"33523","Bopyro",NA
"33524","Allodiplophryxus","Bopyridae"
"33525","Anuropodione","Bopyridae"
"33526","Asymmetrione","Bopyridae"
"33527","Azygopleon","Bopyridae"
"33528","Urobopyrus","Bopyridae"
"33529","Bopyrinella","Bopyridae"
"33530","Bopyrione","Bopyridae"
"33531","Bopyrissa","Bopyridae"
"33532","Cancricepon","Bopyridae"
"33533","Dactylokepon","Bopyridae"
"33534","Diplophryxus","Bopyridae"
"33535","Eophryxus",NA
"33536","Gigantione","Bopyridae"
"33537","Hyperphrixus","Bopyridae"
"33538","Leidya","Bopyridae"
"33539","Loki","Bopyridae"
"33540","Metaphrixus","Bopyridae"
"33541","Ogyridione","Bopyridae"
"33542","Orthione","Bopyridae"
"33543","Ovobopyris",NA
"33544","Parabopyrinella",NA
"33545","Probopyris",NA
"33546","Progebiophilus","Bopyridae"
"33547","Pseudasymmetrione",NA
"33548","Schizobopyrina","Bopyridae"
"33549","Synsynella","Bopyridae"
"33550","Hemioniscidae",NA
"33551","Hemioniscus","Cryptoniscidae"
"33552","Oniscidea","Isopoda"
"33553","Ligiidae","Ligiamorpha"
"33554","Ligididae",NA
"33555","Ligia","Ligiidae"
"33556","Ligidium","Ligiidae"
"33557","Armadillidiidae","Armadilloidea"
"33558","Armadillidium","Armadillidiidae"
"33559","Scyphacidae","Oniscoidea"
"33560","Detonella","Scyphacidae"
"33561","Armadilloniscus","Scyphacidae"
"33562","Scyphacella","Scyphacidae"
"33563","Oniscidae","Oniscoidea"
"33564","Philoscia","Philosciidae"
"33565","Alloniscus","Alloniscidae"
"33566","Porcellio","Porcellionidae"
"33567","Porcellionides","Porcellionidae"
"33568","Cubaridae",NA
"33569","Cubaris","Armadillidae"
"33570","Tylidae","Tylomorpha"
"33571","Tylos","Tylidae"
"33572","Philosciidae","Oniscoidea"
"33573","Littorophiloscia","Halophilosciidae"
"33574","Rhyscotus","Rhyscotidae"
"33575","Phreatoicoidea",NA
"33576","Amphisopidae",NA
"33577","Amphipoda","Peracarida"
"33578","Gammaridea","Amphipoda"
"33579","Acanthonotozomatidae",NA
"33580","Acanthonotozoma","Iphimediidae"
"33581","Odius","Odiidae"
"33582","Panoploea","Iphimediidae"
"33583","Iphimedia","Iphimediidae"
"33584","Schmittius","Squillidae"
"33585","Ampeliscidae","Gammaridea"
"33586","Ampelisca","Ampeliscidae"
"33587","Labidostomatidae","Labidostomatoidea"
"33588","Catopocerini","Catopocerinae"
"33589","Glacicavicolini","Catopocerinae"
"33590","Sogdini","Leiodinae"
"33591","Leiodini","Leiodinae"
"33592","Pseudoliodini","Leiodinae"
"33593","Scotocryptini","Leiodinae"
"33594","Agathidiini","Leiodinae"
"33595","Leptodirini","Cholevinae"
"33596","Anemadini","Cholevinae"
"33597","Cholevini","Cholevinae"
"33598","Ptomaphagini","Cholevinae"
"33599","Eunemadina","Anemadini"
"33600","Eocatopina","Anemadini"
"33601","Nemadina","Anemadini"
"33602","Catopocerus","Catopocerini"
"33603","Glacicavicola","Glacicavicolini"
"33604","Hydnobius","Sogdini"
"33605","Triarthron","Sogdini"
"33606","Anogdus","Leiodini"
"33607","Cyrtusa","Leiodini"
"33608","Ecarinosphaerula","Leiodini"
"33609","Isoplastus","Leiodini"
"33610","Leiodes","Leiodini"
"33611","Liocyrtusa","Leiodini"
"33612","Lionothus","Leiodini"
"33613","Zeadolopus","Leiodini"
"33614","Cainosternum","Pseudoliodini"
"33615","Colenis","Pseudoliodini"
"33616","Aglyptinus","Scotocryptini"
"33617","Agathidium","Agathidiini"
"33618","Anisotoma","Agathidiini"
"33619","Stetholiodes","Agathidiini"
"33620","Platycholeus","Leptodirini"
"33621","Nemadus","Nemadina"
"33622","Dissochaetus","Eunemadina"
"33623","Catops","Cholevini"
"33624","Catoptrichus","Cholevini"
"33625","Prionochaeta","Cholevini"
"33626","Sciodrepoides","Cholevini"
"33627","Ptomaphagus","Ptomaphagini"
"33628","Platypsyllus","Platypsyllinae"
"33629","Gelae","Agathidiini"
"33630","Colon","Coloninae"
"33631","Neocyrtusa",NA
"33632","Caenocyrta",NA
"33633","Neoeocatops","Eocatopina"
"33634","Stereus","Sogdini"
"33635","Sogda","Sogdini"
"33636","Kalohydnobius","Sogdini"
"33637","Macrohydnobius","Sogdini"
"33638","Platyhydnobius","Sogdini"
"33639","Leptinillus","Platypsyllinae"
"33640","Pinodytes","Catopocerini"
"33641","Pseudocyrtusa",NA
"33642","Apheloplastus",NA
"33643","Byblis","Ampeliscidae"
"33644","Haploops","Ampeliscidae"
"33645","Amphilochidae","Gammaridea"
"33646","Amphilochopsis","Amphilochidae"
"33647","Amphilochus","Amphilochidae"
"33648","Gitana","Amphilochidae"
"33649","Gitanopsis","Amphilochidae"
"33650","Amphilochoides","Amphilochidae"
"33651","Paracyproidea","Amphilochidae"
"33652","Paramphilochoides","Amphilochidae"
"33653","Stegoplax","Amphilochidae"
"33654","Nevrorthiformia","Neuroptera"
"33655","Nemopteridae","Myrmeleontoidea"
"33656","Osmylidae","Myrmeleontoidea"
"33657","Nevrorthidae","Nevrorthiformia"
"33658","Ampithoidae","Gammaridea"
"33659","Albardiinae","Ascalaphidae"
"33660","Apochrysinae","Chrysopidae"
"33661","Palparinae","Myrmeleontidae"
"33662","Myrmeleontinae","Myrmeleontidae"
"33663","Brucheiserinae","Coniopterygidae"
"33664","Drepanicinae","Mantispidae"
"33665","Nallachiinae","Dilaridae"
"33666","Drepanacrinae","Hemerobiidae"
"33667","Drepanepteryginae","Hemerobiidae"
"33668","Haplogleniinae","Ascalaphidae"
"33669","Ampithoe","Ampithoidae"
"33670","Nemopterinae","Nemopteridae"
"33671","Crocinae","Nemopteridae"
"33672","Cyrenoberothinae","Berothidae"
"33673","Berothinae","Berothidae"
"33674","Nosybinae","Berothidae"
"33675","Gumillinae","Osmylidae"
"33676","Stenosmylinae","Osmylidae"
"33677","Kempyninae","Osmylidae"
"33678","Osmylinae","Osmylidae"
"33679","Dimarini","Palparinae"
"33680","Haplogleniini","Haplogleniinae"
"33681","Verticillicerini","Haplogleniinae"
"33682","Suhpalacsini","Ascalaphinae"
"33683","Ululodini","Ascalaphinae"
"33684","Lemolemini","Myrmeleontinae"
"33685","Aleuropterygini","Aleuropteryginae"
"33686","Coniocompsini","Aleuropteryginae"
"33687","Fontenelleini","Aleuropteryginae"
"33688","Acmonotini","Ascalaphinae"
"33689","Coniopterygini","Coniopteryginae"
"33690","Conwentziini","Coniopteryginae"
"33691","Hybrisini","Ascalaphinae"
"33692","Dendroleontina","Dendroleontini"
"33693","Dimarellina","Nemoleontini"
"33694","Neuroleontina","Nemoleontini"
"33695","Myrmeleontina","Myrmeleontini"
"33696","Porrerina","Myrmeleontini"
"33697","Stangeleon","Brachynemurini"
"33698","Maracandula","Gnopholeontini"
"33699","Dimares","Dimarini"
"33700","Dimarella","Dimarellina"
"33701","Elachyleon","Neuroleontina"
"33702","Ameromyia","Brachynemurini"
"33703","Argentoleon","Brachynemurini"
"33704","Austroleon","Brachynemurini"
"33705","Porrerus","Porrerina"
"33706","Peruveleon","Brachynemurini"
"33707","Purenleon","Neuroleontina"
"33708","Buyda","Mantispinae"
"33709","Haematomantispa","Mantispinae"
"33710","Ungla","Chrysopini"
"33711","Fillus","Suhpalacsini"
"33712","Berchmansus","Leucochrysini"
"33713","Vieira","Belonopterygini"
"33714","Trichoscelia","Symphrasinae"
"33715","Entanoneura","Mantispinae"
"33716","Gonzaga","Leucochrysini"
"33717","Santocellus","Leucochrysini"
"33718","Albardia","Albardiinae"
"33719","Anchieta","Symphrasinae"
"33720","Mantispa","Mantispinae"
"33721","Gerstaeckerella","Drepanicinae"
"33722","Paramantispa","Mantispinae"
"33723","Notiobiella","Notiobiellinae"
"33724","Nomerobius","Sympherobiinae"
"33725","Nusalala","Hemerobiinae"
"33726","Amoea","Haplogleniini"
"33727","Haploglenius","Haplogleniini"
"33728","Neohaploglenius","Verticillicerini"
"33729","Verticillecerus","Verticillicerini"
"33730","Ameropterus","Ululodini"
"33731","Ascalorphne","Ululodini"
"33732","Cordulecerus","Ululodini"
"33733","Pampoconis","Fontenelleini"
"33734","Incasemidalis","Coniopterygini"
"33735","Acmonotus","Acmonotini"
"33736","Byas",NA
"33737","Episperches",NA
"33738","Glyptobasis","Hybrisini"
"33739","Nephelasca","Ascalaphinae"
"33740","Sodirus","Ascalaphidae"
"33741","Cyrenoberotha","Cyrenoberothinae"
"33742","Naizema","Nosybinae"
"33743","Flintoconis","Brucheiserinae"
"33744","Brucheiser","Brucheiserinae"
"33745","Claverina",NA
"33746","Domenechus","Apochrysinae"
"33747","Lainius",NA
"33748","Loyola","Apochrysinae"
"33749","Ancylochrysa",NA
"33750","Belonopteryx","Belonopterygini"
"33751","Cacarulla","Leucochrysini"
"33752","Lachlanita",NA
"33753","Mesochrysa",NA
"33754","Neula","Leucochrysini"
"33755","Nuvol","Leucochrysini"
"33756","Orlandisa",NA
"33757","Ameromicromus",NA
"33758","Anotiobiella",NA
"33759","Conchopterella","Drepanacrinae"
"33760","Gayomyia","Drepanepteryginae"
"33761","Hemerobiella","Hemerobiinae"
"33762","Menutus",NA
"33763","Neosympherobius","Sympherobiinae"
"33764","Nesbe",NA
"33765","Pirionus",NA
"33766","Pseudomicromus",NA
"33767","Spinomegalomus",NA
"33768","Sympheromima",NA
"33769","Bellarminus",NA
"33770","Drepanicus","Drepanicinae"
"33771","Fusa",NA
"33772","Molinella",NA
"33773","Nobrega",NA
"33774","Ameroleon",NA
"33775","Araucaleon","Neuroleontina"
"33776","Chiloleon",NA
"33777","Dicholeon",NA
"33778","Enrera","Brachynemurini"
"33779","Grocus",NA
"33780","Guipa",NA
"33781","Jaffuelia","Lemolemini"
"33782","Lemolemus","Lemolemini"
"33783","Licura",NA
"33784","Morter",NA
"33785","Navasoleon","Neuroleontina"
"33786","Neteta",NA
"33787","Nilcoya",NA
"33788","Ripalda","Neuroleontina"
"33789","Rovira","Neuroleontina"
"33790","Sical","Lemolemini"
"33791","Pastranaia","Crocinae"
"33792","Stenonemia",NA
"33793","Veurise","Crocinae"
"33794","Gumilla","Gumillinae"
"33795","Isostenosmylus","Stenosmylinae"
"33796","Kempynus","Kempyninae"
"33797","Narodona","Ithonidae"
"33798","Paryphosmylus","Osmylinae"
"33799","Phymatosmylus","Stenosmylinae"
"33800","Fontecilla","Ithonidae"
"33801","Millerleon","Dimarini"
"33802","Brasileon","Dimarellina"
"33803","Euptilon","Neuroleontina"
"33804","Sericoleon","Neuroleontina"
"33805","Dejuna","Brachynemurini"
"33806","Ensorra","Brachynemurini"
"33807","Venezueleon","Brachynemurini"
"33808","Ecualeon","Lemolemini"
"33809","Elicura","Lemolemini"
"33810","Galapagoleon","Lemolemini"
"33811","Neulatus","Lemolemini"
"33812","Coniocompsa","Coniocompsini"
"33813","Cryptochrysa","Chrysopini"
"33814","Furcochrysa","Chrysopini"
"33815","Joguina","Apochrysinae"
"33816","Spiroberotha","Nosybinae"
"33817","Stenorrhachus","Nemopterinae"
"33818","Moranida","Crocinae"
"33819","Amerocroce","Crocinae"
"33820","Anomalochrysa","Chrysopini"
"33821","Mallada","Chrysopini"
"33822","Nesobiella","Hemerobiinae"
"33823","Distoleon","Neuroleontina"
"33824","Pseudopsectra",NA
"33825","Parachrysopiella","Chrysopini"
"33826","Italochrysa","Belonopterygini"
"33827","Titanochrysa","Chrysopini"
"33828","Cymadusa","Ampithoidae"
"33829","Sunamphithoe","Ampithoidae"
"33830","Anamixidae","Gammaridea"
"33831","Anamixis","Leucothoidae"
"33832","Aoridae","Gammaridea"
"33833","Aora","Aoridae"
"33834","Lembos","Aoridae"
"33835","Microdeutopus","Aoridae"
"33836","Paradryope","Aoridae"
"33837","Leptocheirus","Aoridae"
"33838","Liocuna","Aoridae"
"33839","Rildardanus","Aoridae"
"33840","Acuminodeutopus","Aoridae"
"33841","Amphideutopus","Aoridae"
"33842","Konatopus","Neomegamphopidae"
"33843","Columbaora","Aoridae"
"33844","Argissidae","Gammaridea"
"33845","Argissa","Argissidae"
"33846","Astyridae",NA
"33847","Astyra","Stilipedidae"
"33848","Atylidae",NA
"33849","Atylus","Dexaminidae"
"33850","Bateidae","Gammaridea"
"33851","Batea","Bateidae"
"33852","Carinobatea",NA
"33853","Beaudettiidae",NA
"33854","Calliopidae",NA
"33855","Apherusa","Calliopiidae"
"33856","Calliopius","Calliopiidae"
"33857","Cleippides","Calliopiidae"
"33858","Halirages","Calliopiidae"
"33859","Haliragoides","Calliopiidae"
"33860","Laothoes","Calliopiidae"
"33861","Leptamphopus","Calliopiidae"
"33862","Oradarea","Calliopiidae"
"33863","Oligochinus","Calliopiidae"
"33864","Calliopiella","Calliopiidae"
"33865","Amphithopsis","Calliopiidae"
"33866","Cheluridae","Gammaridea"
"33867","Chelura","Cheluridae"
"33868","Colomastigidae","Gammaridea"
"33869","Colomastix","Colomastigidae"
"33870","Corophiidae","Gammaridea"
"33871","Cerapus","Ischyroceridae"
"33872","Corophium","Corophiidae"
"33873","Cryptothelidae",NA
"33874","Halidae",NA
"33875","Neolanidae",NA
"33876","Smerinthinae","Sphingidae"
"33877","Acherontiini","Sphinginae"
"33878","Ambulycini","Smerinthinae"
"33879","Philampelini","Macroglossinae"
"33880","Adhemarius","Ambulycini"
"33881","Aellopos","Dilophonotini"
"33882","Amorpha","Smerinthini"
"33883","Amphion","Macroglossini"
"33884","Arctonotus","Macroglossini"
"33885","Callionima","Dilophonotini"
"33886","Cautethia","Dilophonotini"
"33887","Clanis","Smerinthini"
"33888","Cocytius","Sphingini"
"33889","Daphnis","Macroglossini"
"33890","Darapsa","Macroglossini"
"33891","Deidamia","Macroglossini"
"33892","Deilephila","Macroglossini"
"33893","Dolba","Sphingini"
"33894","Dolbogene","Sphingini"
"33895","Enyo","Dilophonotini"
"33896","Erinnyis","Dilophonotini"
"33897","Eumorpha","Philampelini"
"33898","Eupyrrhoglossum","Dilophonotini"
"33899","Gnathothlibus","Macroglossini"
"33900","Hippotion","Macroglossini"
"33901","Isognathus","Dilophonotini"
"33902","Isoparce","Sphingini"
"33903","Lapara","Sphingini"
"33904","Lintneria","Sphingini"
"33905","Macroglossum","Macroglossini"
"33906","Madoryx","Dilophonotini"
"33907","Manduca","Sphingini"
"33908","Neococytius","Sphingini"
"33909","Pachylia","Dilophonotini"
"33910","Pachylioides","Dilophonotini"
"33911","Paratrea","Sphingini"
"33912","Perigonia","Dilophonotini"
"33913","Phryxus","Dilophonotini"
"33914","Protambulyx","Ambulycini"
"33915","Pseudosphinx","Dilophonotini"
"33916","Psilogramma","Sphingini"
"33917","Sagenosoma","Sphingini"
"33918","Sphecodina","Macroglossini"
"33919","Sphingonaepiopsis","Macroglossini"
"33920","Theretra","Macroglossini"
"33921","Tinostoma","Philampelini"
"33922","Xylophanes","Macroglossini"
"33923","Automeris","Hemileucini"
"33924","Hylesia","Hemileucini"
"33925","Coloradia","Hemileucini"
"33926","Adeloneivaia","Ceratocampinae"
"33927","Agapema","Saturniini"
"33928","Callosamia","Attacini"
"33929","Hyalophora","Attacini"
"33930","Hemileuca","Hemileucini"
"33931","Saturnia","Saturniini"
"33932","Samia","Attacini"
"33933","Anisota","Ceratocampinae"
"33934","Rothschildia","Attacini"
"33935","Eupackardia","Attacini"
"33936","Eacles","Ceratocampinae"
"33937","Dryocampa","Ceratocampinae"
"33938","Actias","Saturniini"
"33939","Citheronia","Ceratocampinae"
"33940","Sphingicampa","Ceratocampinae"
"33941","Ericthonius","Ischyroceridae"
"33942","Kamaka","Corophiidae"
"33943","Neohela","Aoridae"
"33944","Siphonoecetes","Ischyroceridae"
"33945","Unciola","Aoridae"
"33946","Pseudunciola","Aoridae"
"33947","Grandidierella","Aoridae"
"33948","Chevalia","Isaeidae"
"33949","Ampelisciphotis","Isaeidae"
"33950","Cressidae","Gammaridea"
"33951","Cressa","Cressidae"
"33952","Cressa",NA
"33953","Cressina","Cressidae"
"33954","Dexaminidae","Gammaridea"
"33955","Anatylus","Dexaminidae"
"33956","Guernea","Dexaminidae"
"33957","Polycheria","Dexaminidae"
"33958","Dexamine","Dexaminidae"
"33959","Dexamonica","Dexaminidae"
"33960","Hemiceratinae","Notodontidae"
"33961","Afilia","Heterocampinae"
"33962","Dogielinotidae","Gammaridea"
"33963","Cargida","Dudusini"
"33964","Cerura","Dicranurini"
"33965","Clostera","Pygaerinae"
"33966","Crinodes","Dudusini"
"33967","Dasylophia","Nystaleinae"
"33968","Didugua","Nystaleinae"
"33969","Disphragis","Heterocampinae"
"33970","Ellida","Phalerinae"
"33971","Elymiotis","Nystaleinae"
"33972","Euhyparpax","Heterocampinae"
"33973","Dogielinotus","Dogielinotidae"
"33974","Furcula","Dicranurini"
"33975","Hemiceras","Hemiceratinae"
"33976","Hippia","Nystaleinae"
"33977","Hyparpax","Heterocampinae"
"33978","Hyperaeschra","Notodontini"
"33979","Lirimiris","Notodontidae"
"33980","Litodonta","Heterocampinae"
"33981","Lochmaeus","Heterocampinae"
"33982","Macrurocampa","Heterocampinae"
"33983","Misogada","Heterocampinae"
"33984","Nerice","Notodontini"
"33985","Notela","Nystaleinae"
"33986","Nystalea","Nystaleinae"
"33987","Odontosia","Notodontini"
"33988","Oligocentria","Heterocampinae"
"33989","Pentobesa","Nystaleinae"
"33990","Peridea","Phalerinae"
"33991","Pheosia","Notodontini"
"33992","Praeschausia","Heterocampinae"
"33993","Pseudhapigia","Heterocampinae"
"33994","Haustoriodes",NA
"33995","Rifargia","Heterocampinae"
"33996","Scevesia","Heterocampinae"
"33997","Theroa","Heterocampinae"
"33998","Ursia","Heterocampinae"
"33999","Zunacetha",NA
"34000","Doa","Doidae"
"34001","Leuculodes","Doidae"
"34002","Scotura","Dioptinae"
"34003","Skewesia",NA
"34004","Elasmia","Nystaleinae"
"34005","Eophliantidae","Gammaridea"
"34006","Handelia","Eophliantidae"
"34007","Ceinina","Eophliantidae"
"34008","Biancolina","Biancolinidae"
"34009","Eusiridae","Gammaridea"
"34010","Accedomoera","Eusiridae"
"34011","Cleonardo","Eusiridae"
"34012","Cleonardopsis","Eusiridae"
"34013","Dautzenbergia","Eusiridae"
"34014","Eusirella","Eusiridae"
"34015","Erebidae","Noctuoidea"
"34016","Euteliidae","Noctuoidea"
"34017","Afridinae","Nolidae"
"34018","Anobinae","Erebidae"
"34019","Bagisarinae","Noctuidae"
"34020","Balsinae","Noctuidae"
"34021","Boletobiinae","Erebidae"
"34022","Cydosiinae","Noctuidae"
"34023","Dilobinae","Noctuidae"
"34024","Diphtherinae","Nolidae"
"34025","Erebinae","Erebidae"
"34026","Eriopinae","Noctuidae"
"34027","Eulepidotinae","Erebidae"
"34028","Hypenodinae","Erebidae"
"34029","Hypocalinae","Erebidae"
"34030","Lymantriinae","Erebidae"
"34031","Metoponiinae","Noctuidae"
"34032","Oncocnemidinae","Noctuidae"
"34033","Pangraptinae","Erebidae"
"34034","Eusirogenes","Eusiridae"
"34035","Rivulinae","Erebidae"
"34036","Scolecocampinae","Erebidae"
"34037","Scoliopteryginae","Erebidae"
"34038","Toxocampinae","Erebidae"
"34039","Eligminae","Nolidae"
"34040","Stictopterinae","Euteliidae"
"34041","Eublemminae",NA
"34042","Aventiinae",NA
"34043","Phytometrinae",NA
"34044","Aventiini","Boletobiinae"
"34045","Phytometrini","Boletobiinae"
"34046","Actinotiini","Noctuinae"
"34047","Arzamini","Noctuinae"
"34048","Catocalini","Erebinae"
"34049","Dypterygiini","Noctuinae"
"34050","Elaphriini","Noctuinae"
"34051","Euclidiini","Erebinae"
"34052","Leucaniini","Noctuinae"
"34053","Leucomini","Lymantriinae"
"34054","Lymantriini","Lymantriinae"
"34055","Melipotini","Erebinae"
"34056","Ophiderini","Calpinae"
"34057","Omopterini","Erebinae"
"34058","Orgyiini","Lymantriinae"
"34059","Orthosiini","Noctuinae"
"34060","Phlogophorini","Noctuinae"
"34061","Poaphilini","Erebinae"
"34062","Prodeniini","Noctuinae"
"34063","Pseudeustrotiini","Noctuinae"
"34064","Scoliopterygini","Scoliopteryginae"
"34065","Eusiroides","Eusiridae"
"34066","Thermesiini","Erebinae"
"34067","Tholerini","Noctuinae"
"34068","Nygmiini","Lymantriinae"
"34069","Boletobiini","Boletobiinae"
"34070","Eariadini","Chloephorinae"
"34071","Ophiusini","Erebinae"
"34072","Pandesmini","Erebinae"
"34073","Pericymini","Erebinae"
"34074","Erebini","Erebinae"
"34075","Acsalina","Lithosiini"
"34076","Agrotina","Noctuini"
"34077","Annaphilina","Stiriini"
"34078","Antitypina","Xylenini"
"34079","Arctiina","Arctiini"
"34080","Athetiina","Caradrinini"
"34081","Autoplusiina","Plusiini"
"34082","Azeniina","Stiriini"
"34083","Callimorphina","Arctiini"
"34084","Caradrinina","Caradrinini"
"34085","Cisthenina","Lithosiini"
"34086","Cosmiina","Xylenini"
"34087","Ctenuchina","Arctiini"
"34088","Euchalciina","Plusiini"
"34089","Euchromiina","Arctiini"
"34090","Eudesmiina","Lithosiini"
"34091","Feraliina","Psaphidini"
"34092","Grotellina","Stiriini"
"34093","Lithosiina","Lithosiini"
"34094","Nocloina","Psaphidini"
"34095","Noctuina","Noctuini"
"34096","Pericopina","Arctiini"
"34097","Phaegopterina","Arctiini"
"34098","Plusiina","Plusiini"
"34099","Psaphidina","Psaphidini"
"34100","Spilosomina","Arctiini"
"34101","Stiriina","Stiriini"
"34102","Triocnemidina","Psaphidini"
"34103","Ufeina","Xylenini"
"34104","Xylenina","Xylenini"
"34105","Abablemma","Scolecocampinae"
"34106","Abrostola","Abrostolini"
"34107","Acerbia","Arctiina"
"34108","Acerra","Orthosiini"
"34109","Achatia","Orthosiini"
"34110","Acherdoa","Phosphilini"
"34111","Acopa","Triocnemidina"
"34112","Acrapex","Apameini"
"34113","Acritogramma","Omopterini"
"34114","Acroria","Dypterygiini"
"34115","Acsala","Acsalina"
"34116","Admetovis","Orthosiini"
"34117","Afotella","Hadenini"
"34118","Afrida","Afridinae"
"34119","Agaraea","Phaegopterina"
"34120","Aglaonice","Phytometrini"
"34121","Agrotisia","Xylenini"
"34122","Agylla","Lithosiina"
"34123","Airamia","Triocnemidina"
"34124","Alastria","Actinotiini"
"34125","Aleptina","Triocnemidina"
"34126","Aleptinoides","Azeniina"
"34127","Alexicles","Spilosomina"
